area_index,shared_mean,shared_sd,shared_q025,shared_q50,shared_q975,exceed_prob_rr_gt1,hotspot_080,hotspot_090
353,0.1990118148019359,0.6423115675178723,-1.0824702619810604,0.2048168533133731,1.446294407565025,0.6216574993498151,0,0
354,0.19463641029858528,0.5347209194569127,-0.8823743850004968,0.20191451826540588,1.2283330980792049,0.6420695957450919,0,0
355,0.24546899759998222,0.621681787231419,-1.006015192004497,0.2545738670616135,1.4437640461813344,0.6535219834771981,0,0
356,0.22837797020578557,0.7221041850968443,-1.20947409565817,0.2345260895019816,1.6303801095552084,0.6241002008421911,0,0
357,0.15282211439312257,0.8139839994808715,-1.4535566677542595,0.1553701743600827,1.7442033141249873,0.574462055222323,0,0
358,-0.16649770082209742,0.7195842001841395,-1.5756046179404746,-0.1671854721848854,1.246504182360595,0.4085096340995493,0,0
359,0.09257693478907268,1.315311822711341,-2.4930348555747632,0.09414959429909732,2.669469153727763,0.5280559954010619,0,0
360,-0.04900406915554894,0.8332383443532377,-1.676663090531609,-0.054066585526738195,1.6081861732467924,0.4765510897803057,0,0
361,-0.25866763355010025,1.0704055106109989,-2.3376716047099,-0.26930716420444906,1.883043690934198,0.4045241885174723,0,0
362,-0.09101462439975241,0.7336733758357626,-1.5232926113013472,-0.09533093152077092,1.3664405928182075,0.4506365254916491,0,0
363,-0.13733177023726903,0.8118966420951378,-1.719516147565925,-0.14206538203884597,1.472011997351956,0.43283959344904877,0,0
364,-0.16043492930314757,0.9038652755109841,-1.9136000295528959,-0.17159297673348778,1.6583145701689852,0.42955833534761256,0,0
365,-0.25222352495919986,0.9945628760549324,-2.176436502603361,-0.2657458906885397,1.7511592752303342,0.39990137401193393,0,0
366,-0.043242713831325254,0.8097124151388733,-1.6321572546445449,-0.04501010769034677,1.5564864323174432,0.47870459976618474,0,0
367,-0.05493103363112937,0.7582008249043347,-1.5399893762453887,-0.058589597952290955,1.4520698658609346,0.4711222208715795,0,0
368,-0.1866095736988229,0.8709625216667132,-1.8795672021460759,-0.1956835660418857,1.5603529490398775,0.41517343311267707,0,0
369,-0.1191977881261361,0.9849107835263486,-2.048819713545249,-0.11984132763799639,1.8140587065024358,0.4518360347618098,0,0
370,-0.12125172382914465,0.7820774407564696,-1.6456415476467174,-0.12579938193450677,1.4292955085426364,0.43839567911710997,0,0
371,-0.06108011287988928,0.724846774406439,-1.4787959442084164,-0.063172561667509175,1.368575513075384,0.4664223763985643,0,0
372,-0.12555302132600196,0.8823311337657508,-1.8497583622220315,-0.12801779883751432,1.6125438710220856,0.4434227313154867,0,0
373,0.09192153428851554,0.6894421051807481,-1.2638216443347425,0.09258039999793197,1.4436976873623126,0.5530327767949584,0,0
