residual_priority_rank,catchment_id,facility_name,facility_class,ownership_class,region,catchment_population,malaria_cases,scd_cases,shared_mean_adj,shared_sd_adj,shared_q025_adj,shared_q975_adj,shared_ci_width_adj,exceed_prob_rr_gt1_adj,hotspot_080_adj,hotspot_090_adj,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj,stability_score,stability_class,uncertainty_class,residual_hotspot_confidence,residual_typology,residual_priority_score,rr_malaria_adj,rr_scd_adj
193,HF1927,Aduku HC IV,HC IV,Government,LANGO,16106,0,0,-1.2073453939146506,2.5137654013172703,-6.160394079957895,3.7154033934891277,9.875797473447022,0.31550932521278263,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,Discordant cluster area,0.2757071271521252,1.031146715208783e-6,2.2602612240050217e-5
194,HF2108,Karenga HC IV,HC IV,Government,Other,3020,0,0,-0.7475805268603833,4.8405767003833935,-10.266349655002625,8.773344153846914,19.039693808849538,0.4386312566894376,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.27552275278998695,0.0666753492662788,0.6509912797825539
195,HF0438,Kyazanga HC IV,HC IV,Government,CENTRAL I,38773,0,0,-1.2297847954532524,2.8965454271604814,-6.9318156451287365,4.457804123274748,11.389619768403485,0.3355752715477155,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2748104843981755,6.043520307642542e-7,3.427306363807194e-6
196,HF0860,Ssembabule HC IV,HC IV,Government,CENTRAL I,19756,0,0,-1.0174300533339968,4.183073784190411,-9.248726201138895,7.1994938798107775,16.448220080949675,0.403915371632081,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2744422210086899,2.6593174160377726e-4,0.0023854022952315493
197,HF2280,Tokora HC IV,HC IV,Government,Other,3782,0,0,-0.8437325580893101,4.750863424010098,-10.185821687049593,8.500263187519272,18.686084874568863,0.4295202804161502,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.27357321780914873,0.024987986917999295,0.2598088762416407
198,HF3153,Mbarara Municipal Council HC IV,HC IV,Government,ANKOLE,8864,0,0,-1.2770477258627262,3.076965593794978,-7.3348748094801834,4.7665330081718444,12.101407817652028,0.33905822274907815,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.27229248255063104,6.393541104052259e-6,2.872734403643713e-5
199,HF0715,Kiwoko HOSPITAL,General hospital,PNFP,CENTRAL II,11149,2628,711,-3.1876250639456423,1.0267397759751151,-5.172118999492229,-1.0895246585995162,4.082594340892713,9.526550731457917e-4,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2716175289026712,0.0025896686577774036,0.06493110979266181
200,HF1595,Ngora Gvt HC IV,HC IV,Government,TESO,6851,0,0,-1.2114126909935719,3.7474247879706803,-8.562582193942983,6.165414837915407,14.72799703185839,0.3732471359069002,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.27130106384496677,8.96424731315509e-5,0.00123936105504975
201,HF3186,Kinoni HC IV,HC IV,Government,ANKOLE,17676,0,0,-1.2795751384600107,3.3982126216343405,-7.9715773108669135,5.394179654390177,13.365756965257091,0.3532564124027696,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2708819630518297,7.68067904521076e-6,5.74260787423727e-5
202,HF2983,Kazo HC IV,HC IV,Government,ANKOLE,12289,0,0,-1.0581228587511846,4.39337934063677,-9.697487938927273,7.579046102601183,17.276534041528457,0.404837677426531,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2706847366266686,4.098001136574913e-4,0.004564360258210095
203,HF2292,Nabilatuk HC IV,HC IV,Government,Other,5048,0,0,-0.9766747382065992,4.638743596662026,-10.098015500735755,8.14628281256627,18.244298313302025,0.41662028636825776,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2705772507110366,0.007165797175510354,0.08053685668546458
204,HF0002,Buikwe St. Charles Lwanga HOSPITAL,General hospital,PNFP,CENTRAL II,20563,2943,720,-3.77430795934623,1.0115868468677502,-5.735315014156069,-1.711420197494308,4.023894816661761,9.533163793307153e-5,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2691411764085689,8.524842680559893e-4,0.019329433209628377
205,HF0926,Kasangati HC IV,HC IV,Government,GREATER KAMPALA,51320,0,0,-1.3220483508425147,2.3443737995712204,-5.990264032559049,3.2277425433592386,9.218006575918288,0.2864029714073626,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2690069584355265,1.5057491541825557e-8,4.231278011803732e-8
206,HF2570,Kigorobya HC IV,HC IV,Government,BUNYORO,25853,0,0,-1.372922951631417,3.6371866047129884,-8.525677951209149,5.771646424183355,14.297324375392503,0.352912777611331,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.26580583678594055,1.1213894738259288e-4,0.001526315506491692
207,HF1751,Benedictine Eye HOSPITAL,General hospital,Government,BUKEDI,10610,0,0,-1.3667808290618504,2.238591300371627,-5.773939846717902,3.02329774737147,8.797237594089372,0.27074744833108877,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,Discordant cluster area,0.2658011627904462,1.2509516809087976e-6,6.275621711591358e-5
208,HF1209,Bugembe HC IV,HC IV,Government,BUSOGA,19238,0,0,-1.4536554608736278,3.268338504731141,-7.909737684374553,4.943554353470983,12.853292037845536,0.32824337036736606,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.26422464738977536,3.10534091262936e-7,8.022269331773711e-7
209,HF2984,Rushere Community HOSPITAL,General hospital,PNFP,ANKOLE,4819,1527,4,-2.0607388436545784,1.3583939095511832,-4.682418757718481,0.6678308405504847,5.350249598268966,0.0646282046214226,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2638489854309105,0.008049730558402458,0.002608392965250726
210,HF0362,Bombo General Military HOSPITAL,General hospital,Government,CENTRAL II,28783,6308,148,-4.962473943188195,0.9597776361959188,-6.571462889402679,-2.8051082633891946,3.7663546260134844,1.1677090383521715e-7,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.26354614867632864,9.323466918605243e-4,0.002041698397811604
211,HF0940,Mildmay Uganda HOSPITAL,General hospital,PNFP,GREATER KAMPALA,65003,11,31,-1.8192587099432793,1.9194727177398498,-5.676568773568581,1.8581513422387848,7.534720115807366,0.17161796563423637,0,0,0,0,Not hotspot,Not hotspot,2,Borderline stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2590245197920943,3.6502627536611085e-7,8.3327768103243e-5
212,HF2819,Rukunyu HC IV,HC IV,Government,TORO,52231,0,0,-1.445800741338827,4.244232363580014,-9.79674985075252,6.892713416753746,16.689463267506266,0.36668327695655645,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2586604340457469,9.179685332846825e-6,1.2438349497247863e-4
213,HF2009,Kuluva HOSPITAL,General hospital,PNFP,WEST NILE,44937,1801,50,-2.200659404317781,0.819762783385623,-3.660000581908659,-0.403291343754659,3.2567092381540004,0.0036318368295527037,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2571666480150243,1.0922489813525418e-4,2.877506532924022e-4
214,HF0253,Murchison Bay  HOSPITAL,General hospital,Government,GREATER KAMPALA,5788,74,0,-1.9438972955195535,2.1623919205186217,-6.251948903117845,2.2421397605451894,8.494088663663035,0.18433778967519676,0,0,0,0,Not hotspot,Not hotspot,2,Borderline stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.25693827289510196,2.7056535702876735e-4,4.81136067487614e-4
215,HF2565,Azur HC III,HC IV,PNFP,BUNYORO,33385,0,0,-1.5345150295794003,4.087721787400293,-9.57391406541826,6.494930371924882,16.06884443734314,0.35368293312050525,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.25678012235924663,1.3473132663687308e-5,2.0591602988828095e-4
216,HF2900,Rwesande HC IV,HC IV,PNFP,TORO,11614,0,0,-1.60384706550376,3.9124283929721666,-9.317839721119723,6.078220447513676,15.396060168633399,0.34092627749971016,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2554632344692871,3.120147647612872e-4,0.0014207991319897435
217,HF3188,Bwizibwera HC IV,HC IV,Government,ANKOLE,43122,0,0,-1.6851270225443076,3.036258590601262,-7.662370183434587,4.276679042656872,11.93904922609146,0.2894469354536592,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.25475576654195514,4.1092040963471416e-7,3.473709752785008e-6
218,HF0720,Ngoma HC IV,HC IV,Government,CENTRAL II,376,0,0,-1.6893966832191998,3.8952849851686047,-9.348889937736786,5.950237138694737,15.299127076431523,0.3322520732997676,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2524561293394101,0.05539576132280736,0.8491953606065523
219,HF2677,Rugaaga HC IV,HC IV,Government,ANKOLE,39320,0,0,-1.698196959591645,3.921857884728686,-9.410302887635233,6.008295958797026,15.418598846432259,0.3325043751795812,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.25199188073937195,6.144712074898896e-6,9.084124807006294e-5
220,HF2167,Kotido HC IV,HC IV,Government,Other,17234,0,0,-1.6402773084657707,4.246336964170046,-9.989325072175511,6.708543755782346,16.697868827957855,0.34964445788113485,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2519061531754416,5.7813687686706744e-5,8.786135574602176e-4
221,HF0008,Lugazi Scoul HOSPITAL,General hospital,PFP,CENTRAL II,20547,8130,26,-6.488563074490514,1.406035847257727,-9.164937014249759,-3.6285196838328213,5.5364173304169375,1.9674453294316052e-6,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2510449805414133,0.002357862535240604,7.481607222029868e-4
222,HF2879,Hiima Iaa (Uci) HC IV,HC IV,PFP,TORO,17100,0,0,-1.7728000317234585,3.829908874934176,-9.323391924222271,5.748812101300002,15.072204025522273,0.32172408662587115,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24975877854763612,1.6718836024698952e-4,9.451679963426173e-4
223,HF0859,Ntuusi HC IV,HC IV,Government,CENTRAL I,5596,0,0,-0.9278634234314521,6.276812389179524,-13.27724816670659,11.406697838463794,24.683946005170384,0.44124083981291606,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24956106832868735,22.1327768205226,197.9547776739318
224,HF2375,Orum HC IV,HC IV,Government,LANGO,7819,0,0,-1.7762877687868377,3.8792950511488473,-9.410541283784886,5.83380163517138,15.244342918956265,0.32351598049525976,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24939909851370695,1.2104536267368356e-4,0.001997987371543524
225,HF3353,Kitagata HOSPITAL,General hospital,Government,ANKOLE,16796,2124,5,-2.787938520593171,1.3131552889260316,-5.330579674162907,-0.1619420765948818,5.168637597568026,0.01687342152595217,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.24825808508846417,9.217243445123229e-4,2.6580250807277725e-4
226,HF0022,St. Francis Nyenga HOSPITAL,General hospital,PNFP,CENTRAL II,26312,3772,199,-4.733037622254663,1.1115386692281235,-6.738339653760691,-2.350712875881145,4.387626777879546,1.030880130303835e-5,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.24782898455579408,6.672191004805263e-4,0.0032849355844051797
227,HF2673,Nyamuyanja HC IV,HC IV,Government,ANKOLE,3990,0,0,-1.361366078622922,5.516445981681811,-12.227271500729378,9.47722409431418,21.704495595043557,0.4025380144009387,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24774215953481687,0.33501913814524154,2.2917296387353043
228,HF2652,Kabuyanda HC IV,HC IV,Government,ANKOLE,49953,0,0,-1.8451978232619644,3.8411375884260024,-9.398622105279912,5.70202023365643,15.100642338936343,0.3154793330722203,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24709016988542368,2.792998083509482e-6,4.3370852582172586e-5
229,HF0550,Mityana HOSPITAL,General hospital,Government,CENTRAL II,29277,2697,226,-4.64023166063851,0.9095378734284403,-6.187760243045108,-2.6003421482305358,3.5874180948145726,1.6826666560110226e-7,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.24598493361345247,3.8536585616970076e-4,0.00300358589958463
230,HF1269,Kaberamaido HC IV,HC IV,Government,TESO,14944,0,0,-1.896731959904184,3.8411851391957836,-9.444782132073394,5.660070060600132,15.104852192673526,0.31072787788477707,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24523842407634955,3.0169166971310376e-5,4.85224757651037e-4
231,HF0773,Kakuuto HC IV,HC IV,Government,CENTRAL I,46103,0,0,-1.8220664807878255,4.718131812083914,-11.105130382959313,7.445442569246346,18.55057295220566,0.34968024324518676,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24211952771709985,2.470125656280976e-4,0.0028392749638785505
232,HF1249,Mpumudde HC IV,HC IV,Government,BUSOGA,27547,0,0,-2.023180509629528,3.3869345151579577,-8.726912986809026,4.591918558789393,13.31883154559842,0.27513733957209197,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.24150525556824368,3.2397895768761727e-7,8.843397979006023e-7
233,HF0327,Kiboga HOSPITAL,General hospital,Government,CENTRAL II,25071,3771,65,-5.63065425880617,0.9809604126529621,-7.319827344784229,-3.4540423237623354,3.8657850210218934,4.73549510715543e-9,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.23832084325658337,7.34638632631725e-4,0.0011896970340292028
234,HF2578,Kikuube HC IV,HC IV,Government,BUNYORO,19268,0,0,-1.9481539231301965,5.058787015405566,-11.882981234691712,7.997137735630176,19.880118970321888,0.3500805624440404,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.23520822650745188,0.001179138024156965,0.008586303166851618
235,HF1246,Walukuba HC IV,HC IV,Government,BUSOGA,4118,0,0,-2.3906566563700835,3.4507660604461425,-9.221626540064296,4.347570036514778,13.569196576579074,0.24422063458226717,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.22807383545756635,1.7654626487110108e-6,4.740879883353339e-6
236,HF2991,Kiruhura HC IV,HC IV,Government,ANKOLE,4409,0,0,-1.9278814805068254,5.961415140164533,-13.673112714634453,9.781428551372299,23.45454126600675,0.3731987163837369,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.22643838337640312,1.147611958319473,5.182133104577113
237,HF1882,Amolatar HC IV,HC IV,Government,LANGO,22673,0,0,-2.463389401535566,3.5629781491566033,-9.47762123013377,4.521994526027045,13.999615756160816,0.24466183568832356,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.22563246117119937,4.639610909033396e-6,9.057524735851009e-5
238,HF3362,Shuuku HC IV,HC IV,Government,ANKOLE,3052,0,0,-2.5067592634866673,4.7349238826602225,-11.844957047767972,6.7824960530555725,18.627453100823544,0.2982573666607703,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.22074445733788983,0.008555495227069868,0.035195322531044605
239,HF2931,Kakindo HC IV,HC IV,Government,BUNYORO,72717,0,0,-2.6156711731127764,3.311989507591007,-9.13223587793413,3.887564874586718,13.019800752520847,0.2148344708622636,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.21984061222517562,2.0929171396812018e-7,8.991408613457491e-7
240,HF2228,Ogur HC IV,HC IV,Government,LANGO,29883,0,0,-2.6506009772210724,3.4858796901157216,-9.514016322256929,4.182091852142504,13.696108174399432,0.22351307060853487,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.21909795834431256,2.1082183994539503e-6,4.2716914037259525e-5
241,HF0919,Namayumba HC IV,HC IV,Government,GREATER KAMPALA,22924,0,0,-2.4005112051402624,2.2701574019008195,-6.895539854569254,2.0273825238683525,8.922922378437606,0.14515983671427346,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.21903516802382972,1.3576707294746487e-7,3.0661804121920796e-7
242,HF2400,Anyeke HC IV,HC IV,Government,LANGO,34572,0,0,-2.750922626883049,3.450082659228609,-9.544279418802493,4.010929210622397,13.55520862942489,0.21262396037213338,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2156324442748677,1.4050899482833256e-6,2.901307478743271e-5
243,HF0698,Kojja HC IV,HC IV,Government,GREATER KAMPALA,15464,0,0,-2.8080380446737965,2.780195194755304,-8.336776371980255,2.596387144583679,10.933163516563933,0.15624412113880526,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2100268704814055,2.0729670664397697e-7,4.86636234328983e-7
244,HF0741,Nakasongola Military HOSPITAL,General hospital,Government,CENTRAL II,3728,1539,13,-5.949154446984401,0.6307982768386389,-7.169845396810953,-4.680078914243262,2.48976648256769,0,0,0,0,0,Not hotspot,Not hotspot,2,Borderline stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.20552499860402768,0.01355621859908962,0.010228063340270582
245,HF0019,Nkokonjeru  HOSPITAL,General hospital,PNFP,CENTRAL II,17421,623,15,-6.8764041569084196,1.1260841469672345,-8.951773194898074,-4.50437919673573,4.447393998162344,5.09279396432305e-10,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2032243050313458,2.514625750735658e-4,6.061170344771572e-4
246,HF0957,Wakiso HC IV,HC IV,Government,GREATER KAMPALA,23314,0,0,-3.2596089721049264,4.042993535569958,-11.302561436534107,4.598772262273577,15.901333698807685,0.21005324726244212,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.20023514217121402,9.828545297227864e-7,2.881728427022669e-6
247,HF0290,Bbaale HC IV,HC IV,Government,CENTRAL II,7616,0,0,-2.9645859565245987,2.290117099502604,-7.489370065575891,1.5008703588239105,8.9902404243998,0.09774417108836553,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.19980239782065573,3.0000301149896376e-6,6.242777349762155e-5
248,HF2428,Pajule HC IV,HC IV,Government,ACHOLI,12476,0,0,-2.476451124836906,1.134351104589481,-4.7595365588873015,-0.28807503780265886,4.471461521084643,0.014512625760236042,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.199187119717634,2.8742328930014365e-8,5.540397242160329e-8
249,HF2508,Bushenyi HC IV,HC IV,Government,ANKOLE,9958,0,0,-3.1062828839999144,2.5495580136568954,-8.147421977086397,1.880954385194566,10.028376362280962,0.11154334730149051,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.19821002801713566,4.1719047532512367e-7,9.133467049010177e-7
250,HF0537,Mwera HC IV,HC IV,Government,CENTRAL II,14188,0,0,-3.1528352066145353,1.9116153564071938,-6.932175735001739,0.5726552786396266,7.504831013641365,0.04954266640359828,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.1904436646032694,6.172930099170689e-7,1.1336271996868984e-5
251,HF0376,Kalagala HC IV,HC IV,Government,CENTRAL II,11582,0,0,-3.233030830489806,2.010201289294872,-7.2271974993486126,0.6695585738029006,7.896756073151513,0.0538834332912681,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.18935016060889054,9.904922917030797e-7,1.6606384516303926e-5
252,HF2152,Aboke HC IV,HC IV,Government,LANGO,18498,0,0,-3.668483840251883,4.216791659498755,-11.999300971169564,4.5894053516226725,16.588706322792238,0.19215829584689392,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.1884346987788163,4.999009519995282e-4,0.00412193564335695
253,HF0732,St. Franciscan HC IV,HC IV,PNFP,CENTRAL II,5972,0,0,-3.7714012738230345,3.164272577421559,-10.011243705734454,2.413107135397365,12.424350841131819,0.11665612903106026,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.18344283288210755,1.9376863247112046e-5,4.614134303171924e-4
254,HF3339,Kabwohe HC IV,HC IV,Government,ANKOLE,29106,0,0,-3.734664825844123,2.7728819104330165,-9.223768652740468,1.6838217999301777,10.907590452670645,0.08901376120590632,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.18233600522210913,1.6394436305644624e-7,4.0926006449643767e-7
255,HF2937,Kibaale HC IV (Kibaale),HC IV,Government,BUNYORO,36257,0,0,-3.881977894693109,3.4672062329183313,-10.726566105371617,2.9103678522808205,13.636933957652438,0.13143636126198233,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.1816368962608132,6.342897622370056e-7,1.3612870020198314e-6
256,HF0316,Bukomero HC IV,HC IV,Government,CENTRAL II,15892,0,0,-3.6707230053060522,2.0292513105222354,-7.684928414378445,0.2813428734029726,7.966271287781417,0.035232875494455085,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.17980635167456277,5.177556018686187e-7,7.349586216707548e-6
257,HF0724,Semuto HC IV,HC IV,Government,CENTRAL II,24745,0,0,-3.7815216618510235,1.7608439979009942,-7.265034257877595,-0.351874005977757,6.913160251899837,0.015874283357924734,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.17780393124970734,1.7934314789155207e-7,2.4970620240917354e-6
258,HF2475,Nsiika HC IV,HC IV,Government,ANKOLE,9079,0,0,-4.125586248211721,4.949013120083042,-13.905661901040649,5.5648508984501275,19.470512799490777,0.20224814930292911,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.17481168261092359,0.001782719299541439,0.006871373366367972
259,HF2410,5Th  Military Division HOSPITAL,General hospital,Government,ACHOLI,11325,0,0,-4.645020254571788,1.2567020300507983,-7.128237828037195,-2.1949509721214704,4.933286855915725,1.0942590875862024e-4,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.17481061454019786,1.071172071031777e-6,4.856468519521476e-5
260,HF0264,Naguru  Hospital  - China Uganda Friendship,Hospital,Government,GREATER KAMPALA,8264,0,0,-3.969695163375756,2.3007563697537896,-8.593283803554923,0.4407274361408873,9.034011239695811,0.04222887497890648,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.17466239517534854,2.3276233374928375e-6,1.54766138451012e-4
261,HF0540,Kyantungo HC IV,HC IV,Government,CENTRAL II,14995,0,0,-3.997139557459465,2.2404294571079464,-8.429957671933359,0.36639211050326814,8.796349782436627,0.03720409431635996,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.17398922134306088,7.205881652278695e-7,9.07269949705809e-6
262,HF0889,Uganda Martyrs HOSPITAL,General hospital,PNFP,GREATER KAMPALA,71727,0,2,-4.368446652139897,2.0777020316343418,-8.551023801869583,-0.40002388726080396,8.150999914608779,0.01775310458121948,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.16801534363204262,3.7288071619857045e-8,5.462563119009661e-6
263,HF2521,Kyabugimbi HC IV,HC IV,Government,ANKOLE,10825,0,0,-4.548007966691807,3.632740988371938,-11.73747643426898,2.5516537420041985,14.28913017627318,0.10529414791513092,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.16538447562116915,3.9273959435058626e-6,1.0290477329478635e-5
264,HF0402,Bishop Asili Ceaser HC IV,HC IV,PNFP,CENTRAL II,14744,0,0,-4.747527738713274,2.760304390187746,-10.216744226381799,0.6268349168272334,10.843579143209032,0.042722668588968116,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.1603075138065719,1.6647991284350217e-6,2.2276881693248578e-5
265,HF0411,Nyimbwa HC IV,HC IV,Government,CENTRAL II,33798,0,0,-4.900520922549788,2.1683544347395913,-9.199495700279655,-0.6829671692325441,8.516528531047111,0.011910054409712378,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.16021000079417547,1.292495382990124e-7,1.3911338241125948e-6
